"Author_ID","Name","Notes"
5607,H. P./ Chambers Lovecraft,"Ambrose Bierce (1842–1914) was born in Ohio and served in the Civil War. A lifelong journalist, he disappeared mysteriously in Mexico in 1913 while on his way to meet Pancho Villa’s army. Among his works are two collections of stories, Tales of Soldiers and Civilians and Can Such Things Be?, and a brilliant satire, The Devil’s Dictionary.Algernon Blackwood (1869–1951) was born into an upper-class British family. He emigrated to America at the age of twenty and stayed there some ten years, during which time he worked as a reporter for The New York Evening Sun and The New York Times. When he returned to England he turned to writing fiction and soon made a name for himself with the John Silence stories, which relate the exploits of a psychic detective. Blackwood became famous in later years for playing “the Ghost Man” on BBC radio.R.W. Chambers (1865–1933) was born in Brooklyn and studied at the Art Students League and the Ecole des Beaux-Arts, exhibiting in the Salon in 1889. He sold illustrations to fashion magazines in New York City before taking up writing and finding success with his collection of stories The King in Yellow, which includes “The Repairer of Reputations.” In later life Chambers published a number of highly successful popular novels, including The Restless Sex and Police!!!, the proceeds from which allowed him to settle in a mansion in upstate New York, where he devoted himself to hunting and fishing.Walter de la Mare (1876–1956) was one of seven children of an official at the Bank of England. He did not attend university, but worked as a bookkeeper for an oil company for some eighteen years, in the course of which he published the poems and stories that secured his literary reputation. In 1908 a grant from the Civil List allowed him to write full time. De la Mare’s fiction includes the novels The Return and The Memoirs of a Midget, as well as many stories. His poems for children and adults and his brilliantly inventive anthologies were much admired by T.S. Eliot, who became his publisher, and by W.H. Auden.Henry James (1843–1916) was born in New York City. His father was a distinguished theologian and a follower of Emanuel Swedenborg; his older brother William James became one of America’s finest philosophers. James attended Harvard Law School and, with the encouragement of William Dean Howells, took to writing criticism and fiction. After 1866 he lived largely in Europe. His many works include the novels A Portrait of a Lady, The Wings of the Dove, The Ambassadors, and The Golden Bowl, as well as many short stories.H.P. Lovecraft (1890–1937) was born and died in Providence, Rhode Island. His father died of syphilis when he was eight years old; his mother was later institutionalized for mental illness; and Lovecraft himself was a sickly child.  In 1913 he joined the United Amateur Press Association, beginning a career as a writer in the course of which he published poems, journalism, and stories. Increasingly drawn to horror fiction, Lovecraft was a regular contributor to the Chicago pulp magazine Weird Tales. His first book-length collection of stories, The Outsider, did not appear until 1939, two years after his death.Arthur Machen (1863–1947) was born in Wales. After failing to gain admission to the Royal College of Surgeons, he worked, not very successfully, as a journalist and translator (most famously of Casanova’s memoirs). A friend of the mystic A.E. Waite and a member of the Order of Golden Dawn,  Machen was deeply interested in the occult. His fiction includes The Great God Pan, The Three Impostors, and The Hill of Dreams. Edgar Allan Poe (1809–1849) was the son of two traveling actors. Born in Boston, he was orphaned early and adopted by a tobacco exporter in Richmond, Virginia. Poe attended the University of Virginia, which he left because of gambling debts, and West Point, from which he was dishonorably discharged. “MS. Found in a Bottle” was Poe’s first significant success, and it helped him to obtain an editorial position on The Southern Literary Messenger in Baltimore, though he was soon fired for drinking. Poe married his thirteen-year-old cousin, Virginia, and moved north, where he lived in New York City and Philadelphia while continuing to produce poems, criticism, and stories at a prodigious rate. After his wife’s death from tuberculosis, Poe’s behavior became increasingly erratic. In 1849 he was found drunk and delirious in a bar in Baltimore, the apparent victim of a political gang that had kept him inebriated while escorting him from ballot station to ballot station to cast repeat votes. He died four days later. M.P. Shiel (1865–1947) was born in the West Indies, the son of a Methodist minister of Irish and African descent. Shiel studied classics at King’s College London, flirted with medicine, then took up journalism. His most popular work in his lifetime was his novel The Yellow Danger, and Shiel, who became increasingly xenophobic over the course of his life, is said to have invented the term “the yellow peril.” His best-known work today is the remarkable apocalyptic fantasy The Purple Cloud. Described by contemporaries as “gorgeously mad,” Shiel had become a reclusive religious maniac by the time of his death. His last book, Jesus, remains unpublished.Bram Stoker (1847–1912) was born in Dublin and studied mathematics at Trinity College, by which time he was already composing horror stories. He published Dracula in 1897. Among Stoker’s other books are The Jewel of Seven Stars and The Lair of the White Worm.D. Thin was born in Grand Island, Nebraska, and studied in Paris.                        "
5631,Mike Lupica,
5652,August / Powell Derleth,
5654,Boris De Zirkoff Helena Petrovna Blavatsky,
5667,Jack Williamson Robert A. Heinlein,
5679,J. G. Ballard,
5680,H. Rider Haggard,
5704,William F. Temple,
5714,Sophocles,
5749,J. L. Christiansen,
5795,Blavatsky E. P.,
5796,John Soane'S Museum Ernest Alfred Wallis Budge,
5834,Ray Palmer,
5838,Arthur Conan Doyle Sir,"Sir Arthur Conan Doyle (1859-1930) was born in Edinburgh where he qualified as a doctor, but it was his writing which brought him fame, with the creation of Sherlock Holmes, the first scientific detective. He was also a convert to spiritualism and a social reformer who used his investigative skills to prove the innocence of individuals.                        "
5842,Robert E. Howard/Leigh Brackett,
5871,H.P Lovercraft August Derleth,
5876,Gernsback Hugo Und Übers. Von Fritz Steinbeck,
5884,Richard F. Outcault. With A New Introduction By August Derleth,
5887,Walter Farley,
5890,Alfred Bester Philip K Dick,
5896,Plymouth Public Library Staff Arthur Conan Doyle,
5902,Webb Holly,
5907,Sprague De Camp,
5923,William P. Mcgivern,
5934,Outlet Book Company Staff,
5969,Carolyn E. Moore Ph.D. R.D. L.D. C.N.S.D.,"Carolyn E. Moore, Ph.D. is Supervisor of Clinical Nutrition at the Methodist Hospital, Houston, TX, and an assistant professor at the Graduate School of Biomedical Sciences, University of Texas Health and Science Center, Houston.                        "
5976,Lovecraft H. P. Derleth August,
5982,Poul Andersen.Ved,
5996,August Derleth Ed.,
6004,Wallace Stevens,"Sandra M. Gilbert is a distinguished literary critic, professor, and poet. She lives in Berkeley, CA.Arguably America’s greatest poet, Emily Dickinson (1830–1886) published fewer than a dozen of her eighteen hundred poems during her lifetime.Wallace Stevens was an American poet and lawyer.Edna St. Vincent Millay, 1892-1950, was an American lyrical poet and playwright. She is the author of Renascence and Other Poems. She is known by the pseudonym Nancy Boyd.Stanley Kunitz, much-honored poet, was cofounder of the Fine Arts Work Center in Provincetown, Massachusetts, and of Poets House in New York City. He died in 2006.                        "
6011,Robert E Howard,
6016,Richard A. Lupoff,
6017,John / Lin Carter Brunner,
6018,Lovecraft Howard Phillips Derleth August,
6020,George H. Johnston,
6024,Edgar Allan. Poe,
6025,James Branch / Lin Carter Cabell,
6064,John Donne,Bob Blaisdell is professor of English at the City University of New York's Kingsborough Community College and the editor of twenty-two Dover literature and poetry collections.                        
6079,Esq. E.A. Wallis Budge,
6115,L. Sprague De Camp. Lin Carter Robert E. Howard,
6132,Aa. Vv.,
6149,Whit Burnett,
6151,Catherine Austen,"Catherine Austen ================ Catherine Austen is Hunting, Racing and Polo editor at Horse & Hound, and covers a wide variety of equestrian sports for Horse & Hound and other publications. She is an experienced Pony Club instructor, and regularly competes and goes hunting. She contributed to the BHS Complete Horse & Pony Care Manual. Sarah Gorrie ============ Sarah Gorrie has ridden and kept horses for 15 years. She has worked for Horse & Hound for four years, where she is dressage, team chasing and sport horse editor. She contributes to other sporting websites and equestrian publications such as HORSE. Pippa Roome =========== Pippa Roome is eventing editor of Horse & Hound. She was previously assistant editor of Eventing magazine and has also contributed features to German newspaper Welt am Sonntag and the Gatcombe Horse Trials 25th anniversary souvenir brochure. Nicola Jane Swinney =================== Nicola Jane Swinney is the hunting editor of Horse & Hound. A former newspaper journalist, she is the author of several equestrian titles, including the best-selling Spirit of the Horse, and is a regular contributor to other publications, both here and in the USA.                        "
6167,Emily Edited By Thomas H. Johnson Dickinson,
6198,Roger,
6200,Leigh Brackett Etc,
6211,Wallis Budge E.A.,
6233,Fantastic Universe),
6249,Includes Clark Ashton Smith Anthology Edited By Charles M. Collins,
6251,Noah Tsika,"Noah Tsika is a Ph.D. candidate in Cinema Studies at New York University, Tisch School of the Arts and the author of numerous articles and book chapters on film, television, and new media. He lives in New York.                        "
6254,Jr With Stories By Richard Matheson Edited By Sam Merwin,
6283,Hpb,
6295,Etzensberger R,
6299,Josephine. Ransom,
6307,August Derleth Editior,
6320,Alfred / Derleth Bester,
6329,J. T. Mcintosh Stanley G. Weinbaum,
6378,Blavatsky Héléna-Pétrowna,
6397,Le Fanu,
6404,Ron Goulart Written By Gardner F Fox,
6426,Vincent Persichetti,
6457,Poul Nyboe Andersen,
6473,Wallis-Budge,
6477,Lin Carter Thomas Burnett Swann,
6479,David Grinnell,
6480,Patricia Rosemoor,"'The Chicago Contingent' is an ensemble of some of Chicago's best mystery and popular fiction authors, including Marcus Sakey (author of The Blade Itself and Good People), Marc Paoletti (author of Scorch), Patricia Pinianski Rosemoor (author of The Last Vampire, co-written with Paoletti), A.C. Frieden (author of Tranquility Denied) and other talented writers, many of them affiliated with the nationally acclaimed fiction writing department of Columbia College Chicago.                        "
6483,Maccomas J. Francis,
6493,Andrew S. Lang,
6502,Leigh Douglass Brackett,
6515,Jules Supervielle Collectif,
6533,J. B. Hawker,"J. B. Hawker, a pastor's wife for more than twenty years, lives and works in the mountainous beauty of Northern California.                        "
6553,Martin Keogh,
6557,Ambrose,
6600,Christian Lisse Poul Andersen,
6602,C S Forester,
6628,Philip E / David Grinnell High,
6646,H. P. (Jones Lovecraft,
6655,Hamilton Edmond,
6659,Wallace West L Ron Hubbard,
6668,Nils Osmar,
6678,I. M. Richardson,
6682,Christen Andersen,
6698,John Bunyan,
6702,Charles Dickens Sherri Browning Erwin,"A graduate of Mount Holyoke College, Sherri lives in Western Massachusetts with her nearly-perfect husband, and their charming actor son, amazing violinist daughter, a crafty corgi (Pembroke Welsh), and a very special pug. She has written historical romance for Dell under the name Sherri Browning and contemporary romance for Kensington under the name Sherri Erwin.                        "
6703,Donald M. Grant,
6739,Edmond / Brackett Hamilton,
6742,Choisis,
6749,Aryan Theosophical Press Helena Petrovna Blavatsky,
6753,E. Wallis. Budge,
6754,August Derleth Society,
6760,Ambrose) Fadiman Bierce,
6775,Randall Garrett,
6778,Md John Bernard Henry James Campbell Todd,
6785,David Grinnell Philip E. High,
6836,Eduardo Filipe Freitas Helena Petrovna Blavatsky,
6845,H. L. Mencken,
6869,Lovecraft,
6880,Andrew B. Crichton,
6882,Thomas / Ralph Waldo Emerson Carlyle,
6900,Harry Edward Soyster William J Boykin,"LT. GEN. WILLIAM JERRY BOYKIN served primarily in Delta Force and Special Forces, then as Deputy Undersecretary of Defense for Intelligence in the Pentagon. LT. GEN. EDWARD SOYSTER served as Director of the Defense Intelligence Agency during the Panama Invasion and Desert Shield/Storm. CHRISTINE BRIM was the Chief Operating Officer at the Center for Security Policy. AMB. HENRY F. COOPER served as Deputy Assistant Secretary of the Air Force and as Assistant Director of the Arms Control and Disarmament Agency, and Director of the Strategic Defense Initiative (SDI). STEPHEN C. COUGHLIN is a specialist on Islamic Shariah Law, Islamic doctrine and ideology, and the strategic information, international law, and intelligence. MICHAEL DEL ROSSO served as CEO and CTO of large public companies and early stage companies. He is a Lincoln Fellow at The Claremont Institute and Senior Fellow at the Center for Security Policy. FRANK GAFFNEY is the Founder and President of the Center for Security Policy. He acted as the Assistant Secretary of Defense for International Security Policy. JOHN GUANDOLO is a graduate of the U.S. Naval Academy, an Officer in the Marine Corps and a former Special Agent at the Federal Bureau of Investigation. BRIAN T. KENNEDY is President of the Claremont Institute. CLARE M. LOPEZ is a a senior fellow at the Center for Security Policy and vice president of the Intelligence Summit. ADM. JAMES ACE LYONS is was Commander in Chief of the U.S. Pacific Fleet. ANDREW C. MCCARTHY was an assistant US attorney in the Southern District of New York, and in 1995 he led the terrorism prosecution against the Blind Sheikh for the first World Trade Center bombing. PATRICK POOLE is one of the nation's leading analysts on issues related to the Muslim Brotherhood and terrorist activities in the United States. JOSEPH E. SCHMITZ served as the fifth Senate-confirmed Inspector General of the Department of Defense. TOM TRENTO is the Director of United West. J. MICHAEL WALLER is Vice President for Information Operations at the Center for Security Policy. DIANA WEST is a columnist and the author of The Death of the Grown-Up: How America's Arrested Development Is Bringing Down Western Civilization. R. JAMES WOOLSEY served as the Director of Central Intelligence (1993-95). DAVID YERUSHALMI is General Counsel to the Center for Security Policy.                        "
6907,Harlan / Derleth Ellison,
6913,Robert Reed,
6921,Jane Langton,"Nancy Ekholm Burkert, award-winning children's book artist, is renowned for her devotion to the inner spirit of her subjects. Her publications include Snow White and the Seven Dwarfs, The Scroobius Pip, The Art of Nancy Ekholm Burkert, and Valentine and Orson. Her finely wrought color paintings are legendary among booksellers and she is one of the best-known children's artist of this generation.Jane Langton is the author of children's books as well as mysteries for adults, most of them--like The Fledgling, The Memorial Hall Murder, God is in Concord, and Divine Inspiration--set in New England.                        "
6925,E. Hoffman Price,
6926,Le Lotus Bleu,
6937,E. A. Wallis Budge Ernest Alfred Thompson Wallis Budge,
6941,Marion Zimmer Bradley,
6948,John F. Kennedy Anne Morrow Lindbergh,
6963,Seth Grahame-Smith,
6971,Boisgilbert,
6977,Thomas) Bulfinch,
7007,G. Mcdonald Wallis/Leigh Brackett,
7012,D. Thin,"Ambrose Bierce (1842–1914) was born in Ohio and served in the Civil War. A lifelong journalist, he disappeared mysteriously in Mexico in 1913 while on his way to meet Pancho Villa’s army. Among his works are two collections of stories, Tales of Soldiers and Civilians and Can Such Things Be?, and a brilliant satire, The Devil’s Dictionary.Algernon Blackwood (1869–1951) was born into an upper-class British family. He emigrated to America at the age of twenty and stayed there some ten years, during which time he worked as a reporter for The New York Evening Sun and The New York Times. When he returned to England he turned to writing fiction and soon made a name for himself with the John Silence stories, which relate the exploits of a psychic detective. Blackwood became famous in later years for playing “the Ghost Man” on BBC radio.R.W. Chambers (1865–1933) was born in Brooklyn and studied at the Art Students League and the Ecole des Beaux-Arts, exhibiting in the Salon in 1889. He sold illustrations to fashion magazines in New York City before taking up writing and finding success with his collection of stories The King in Yellow, which includes “The Repairer of Reputations.” In later life Chambers published a number of highly successful popular novels, including The Restless Sex and Police!!!, the proceeds from which allowed him to settle in a mansion in upstate New York, where he devoted himself to hunting and fishing.Walter de la Mare (1876–1956) was one of seven children of an official at the Bank of England. He did not attend university, but worked as a bookkeeper for an oil company for some eighteen years, in the course of which he published the poems and stories that secured his literary reputation. In 1908 a grant from the Civil List allowed him to write full time. De la Mare’s fiction includes the novels The Return and The Memoirs of a Midget, as well as many stories. His poems for children and adults and his brilliantly inventive anthologies were much admired by T.S. Eliot, who became his publisher, and by W.H. Auden.Henry James (1843–1916) was born in New York City. His father was a distinguished theologian and a follower of Emanuel Swedenborg; his older brother William James became one of America’s finest philosophers. James attended Harvard Law School and, with the encouragement of William Dean Howells, took to writing criticism and fiction. After 1866 he lived largely in Europe. His many works include the novels A Portrait of a Lady, The Wings of the Dove, The Ambassadors, and The Golden Bowl, as well as many short stories.H.P. Lovecraft (1890–1937) was born and died in Providence, Rhode Island. His father died of syphilis when he was eight years old; his mother was later institutionalized for mental illness; and Lovecraft himself was a sickly child.  In 1913 he joined the United Amateur Press Association, beginning a career as a writer in the course of which he published poems, journalism, and stories. Increasingly drawn to horror fiction, Lovecraft was a regular contributor to the Chicago pulp magazine Weird Tales. His first book-length collection of stories, The Outsider, did not appear until 1939, two years after his death.Arthur Machen (1863–1947) was born in Wales. After failing to gain admission to the Royal College of Surgeons, he worked, not very successfully, as a journalist and translator (most famously of Casanova’s memoirs). A friend of the mystic A.E. Waite and a member of the Order of Golden Dawn,  Machen was deeply interested in the occult. His fiction includes The Great God Pan, The Three Impostors, and The Hill of Dreams. Edgar Allan Poe (1809–1849) was the son of two traveling actors. Born in Boston, he was orphaned early and adopted by a tobacco exporter in Richmond, Virginia. Poe attended the University of Virginia, which he left because of gambling debts, and West Point, from which he was dishonorably discharged. “MS. Found in a Bottle” was Poe’s first significant success, and it helped him to obtain an editorial position on The Southern Literary Messenger in Baltimore, though he was soon fired for drinking. Poe married his thirteen-year-old cousin, Virginia, and moved north, where he lived in New York City and Philadelphia while continuing to produce poems, criticism, and stories at a prodigious rate. After his wife’s death from tuberculosis, Poe’s behavior became increasingly erratic. In 1849 he was found drunk and delirious in a bar in Baltimore, the apparent victim of a political gang that had kept him inebriated while escorting him from ballot station to ballot station to cast repeat votes. He died four days later. M.P. Shiel (1865–1947) was born in the West Indies, the son of a Methodist minister of Irish and African descent. Shiel studied classics at King’s College London, flirted with medicine, then took up journalism. His most popular work in his lifetime was his novel The Yellow Danger, and Shiel, who became increasingly xenophobic over the course of his life, is said to have invented the term “the yellow peril.” His best-known work today is the remarkable apocalyptic fantasy The Purple Cloud. Described by contemporaries as “gorgeously mad,” Shiel had become a reclusive religious maniac by the time of his death. His last book, Jesus, remains unpublished.Bram Stoker (1847–1912) was born in Dublin and studied mathematics at Trinity College, by which time he was already composing horror stories. He published Dracula in 1897. Among Stoker’s other books are The Jewel of Seven Stars and The Lair of the White Worm.D. Thin was born in Grand Island, Nebraska, and studied in Paris.                        "
7020,Brent Ashabranner,
7026,Lovecraft H.P. / Derleth August,
7054,Bantam Books,
7060,August Et. Al. Derleth,
7066,Alexander C. Irvine,
7067,A Wallis Budge E A Wallis Budge,
7073,William Scott-Elliot,
7076,August / Vision Book #3 / H. Lawrence Hoffman Derleth,
7094,Bernice Carey,
7097,Joy Browne M.D.,
7101,Thomas Mccrie,
7110,Robert Hoskins,
7116,Murray Shaw Arthur Conan Doyle,
7157,John Patrick Crichton,
7189,Agatha Associés Contre Le Crime Christie,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
7191,Robert Bloch Anonymous Anthology) [Algernon Blackwood,
7193,Vincent Buranelli,
7196,Tom Alvarez,"Tom Alvarez creates the daily comic strip Sherlock Holmes, which appears in newspapers around the US. He lives in Port Charlotte, Florida.                        "
7210,Leigh/Leigh. Brackett/Brackett.,
7211,Clayton Rawson,
7226,Andrew Crichton William Swainson,
7227,Joel Jenkins,
7240,Robert A.W. Lowndes,
7263,Horace Walpole E. F. Bleiler,Mario Praz (1896-1982) was Professor of English Language and Literature at the University of Rome. The most celebrated of his many other books is The Romantic Agony.                        
7289,Henrik Pontoppidan,
7292,Amelia Ann Blanford Edwards,
7304,Inger Ejskjær,
7305,Leigh Brackett Venture Science Fiction Tom Godwin,
7310,Charles. Illustrated By Mary Petty Dickens,
7352,John / Carter Brunner,
7357,George H. / Lin Carter Smith,
7361,Editor John Gilland Brunini,
7388,Harlan Carter Ellison,
7392,Mult-Leigh Brackett-Harness-Sheldon-St. Clair,
7397,Volume 8 Doyle Sherlock Holmes. Le Signe Des Quatre,
7404,M Manent,
7414,Nathaniel Hawthorne P. Craig Russell,
7447,Stephen Marlowe,
7448,Anon.,
7470,A. R. Steber,
7497,Ambrose Ed: Jackson Bierce,
7516,C. Hall Thompson,
7551,Astounding Science-Fiction),
7558,Herbert W. Armstrong,
7559,Edgar-Rice-Burroughs,
7561,Emily/ Todd Dickinson,
7566,Walt Whitman Edgar Allan Poe,
7573,Blavatsky Helena,
7574,August Derleth H. P.,
7577,Dorothy A. Palmer Raymond L. Lee,
7582,Helena Petrouna Blavatsky,
7594,Emilia Marryat Norris,
7625,Thomas Bovie Bulfinch,
7646,W. Scott-Elliot,
7677,Eds.),
7682,John Crichton,
7687,Stephanie Emily Dickinson,"Stephanie Emily Dickinson, raised on an Iowa farm, now lives in New York City. She graduated with an MFA from the University of Oregon. Her work appears in Hotel Amerika, Mudfish, Weber Studies, Fjords, Water-Stone Review, Gargoyle, Rhino, Stone Canoe, Westerly, and New Stories from the South, among others. Heat: An Interview with Jean Seberg is available from New Michigan Press. Her novel Half Girl and novella Lust Series are published by Spuyten Duyvil, as is her recent novel Love Highway, based on the 2006 Jennifer Moore murder. Her latest book is GIRL BEHIND THE DOOR (Rain Mountain Press, 2017). Her work has received multiple distinguished story citations in the Pushcart Anthology, Best American Short Stories, and Best American Mysteries. She is the editor of Rain Mountain Press. She shares an East Village walk-up with the poet Rob Cook and two felines, Sally Joy and Vallejo.                        "
7695,Gerald Vance,
7709,E.A Wallis-Budge,
7713,George H. / Carter Smith,
7738,Emily / Edited By Martha Dickinson Bianchi Dickinson,
7742,Lovecraft Howard Phillips,
7743,Julian May Marion Zimmer Bradley,
7747,Edited By Ernest Rhys,
7761,August Editor Derleth,
7773,Ernest Wallis Budge,
7778,Evan M. Berman,
7794,Henry Mazzeo,
7844,Diana Marcellas,"A native of Oregon, Diana Marcellas lives in a small resort town, Pinetop-Lakeside, in northeastern Arizona. She recently left her dayjob as director of Legal Aid for the White Mountain Apache to reenter private law practice, and continues to teach history and legal advocacy part-time at the local community college. A fan of SF and fantasy since sixth grade, she began writing SF and fantasy during law school over twenty years ago, published several science-fiction novels in the early 90s, and is currently writing fantasy forTtor. Her first book in the witch of two suns series, Mother Ocean, Daughter Sea, appeared in September 2001, and the second book, The Sea Lark's Song, was published in December 2002, with the third book, Twilight Rising, due out in August 2004. She is currently working on the next book in her series as well as other writing projects. My life is an interesting combination, she says, of the very prosaic and people-oriented practice of law and the more solitary daydreaming of writing fantasy. My Apache friends are often after me to write Apache Tony Hillerman mysteries, but my first love is fantasy and SF, which I began reading as a girl and have never stopped. I first thought up my shari'a witch, Brierley Mefell, while in college, and she has lived in my imagination for over thirty years, much beloved, always fascinating. Other characters have appeared over the years to join the collection of people in my head, but Bri has been with me since the beginning and hers is a story I always wanted to write. Now, thanks to Tor, I have the wonderful privilege of living in Brierley's world, as least vicariously, as I write her ongoing story. Diana's interests include medieval history, practicing Wicca as a solitary witch, Apache tradition and culture, Zebra finches (she has a flock of fourteen), and needlework.                         "
7862,Thomas Bulfinch].,
7875,William F. Burger Gary L. Musser,
7879,Ted Thomas,
7904,Leigh / Silverberg Brackett,
7933,Gordon Maccreagh,
7934,J.T. Mcintosh,
7942,Howard P. Lovecraft,
7944,David Campton,John William Polidori (7 September 1795 – 24 August 1821) was an English writer and physician. He is known for his associations with the Romantic movement and credited by some as the creator of the vampire genre of fantasy fiction.                        
7947,Edt),
7949,Walter B. Rideout.,
7981,August Derleth Edited By Dorothy Mcilwraith With Stories By Carl Jacobi,
7987,Paul Hutchens,
7993,Roger / Leinster Zelazny,
8005,Adapted By),
8008,Robert Storm Petersen / Poul Carit Andersens Værløse / Tegneren Robert Storm Petersens Museumsfond,
8021,Bierce.Ambrose,
8046,August Derleth.,
8049,Diana Attias,
8055,Ignatius|Egerton Sykes Donnelly,
8063,Startling Stories,
8070,H.P. : Derleth Lovecraft,
8078,Shelley Sparknotes,
8085,Kriss Stephens,"Kriss Stephens lives in the New Orleans area. When not investigating hauntings for her next book or speaking at conferences, she can be found in the woods looking for her latest obsession; bigfoot.                        "
8114,Leigh / Wallis Brackett,
8139,L.Sprague De Camp,
8142,Samuel Klarreich James L. Francek,arreich /f Samuel /i H. /r ed. ncek /f James /i L. /r ed. re /f C.E. /r ed.                        
8210,Etzensberger R.,
8218,Emily / Johnson Dickinson,
8220,E. C. Tubb,
8248,H.G. Wells Edited By Donald A. Wollheim With Stories By August Derleth,
8259,F.D. Sherman,
8278,Poul Carit Andersen. Robert Storm Petersen,
8299,Kathleen C Thompson,
8309,A. E. Van / Leinster Vogt,
8322,Winsor Mccay,
8361,Rollo L. Lyman Howard C.,
8362,Wellman Brian W. Aldiss,
8367,John / Carter Baxter,
8371,Lin Carter George H. Smith,
8374,John/ Lin. Baxter/Carter,
8420,R. Kent Rasmussen,
8426,E. A Wallis Ernest Alfred Wallis Budge,
8427,Le Chat,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
8444,Bob Shaw,
8449,Anna Gooding Dodge,
8450,Arthur Leo Zagat,
8456,Emsh Tops In Science Fiction Kelly Freas,
8499,William Garden Blaikie Andrew Crichton,
8514,Lin/Neville Carter,
8520,Jack O'Sullivan,
8529,De Castro,
8535,Leigh / Williams Brackett,
8637,C. S. Forester Arthur Conan Doyle,
8664,Claire Throp,Claire Throp has many years of experience editing and writing nonfiction books for children. She has written on subjects ranging from science and animals to countries and sports.                        
8698,August Arnold,
8710,Ed Mcbain,
8726,Nigel Balchin H Bedford Jones,
8729,Cynthia Rowley,"Cynthia Rowley is an artist, designer, and author. Her fashion company has stores in New York, Los Angeles, Chicago, the Hamptons, and Tokyo. She has dressed Scarlett Johannson, Rebecca Romijn, Anne Hathaway, Parker Posey, Sarah Jessica Parker, and Hilary Duff, and is one of the most recognized personalities in fashion. She lives in New York City.                        "
8744,George R. Price,
8748,Arthur,"On May 22, 1859, Arthur Conan Doyle was born in Edinburgh, Scotland. In 1890 his novel, A Study in Scarlet, introduced the character of Detective Sherlock Holmes. Doyle would go on to write 60 stories about Sherlock Holmes. He also strove to spread his Spiritualism faith through a series of books that were written from 1918 to 1926. Doyle died of a heart attack in Crowborough, England on July 7, 1930.                        "
8753,Gordon R. Dickson,
8764,Leigh Brackett Edited By Samuel Mines With Stories By L. Sprague De Camp,
8807,Charles Busoni Dickens,
8825,Glenda Bendure,
8860,Thomas Bulfinch. Illustrated By Federico Castellon,
8861,Davies. L.P.,
8869,Vardis Fisher,
8873,Howard P. Und August Derleth Lovecraft,
8875,Leigh Brackett /Robert Moore Williams,
8882,Offutt Andrew J.,
8891,Paul Groves,
8893,August Derleth Edited By Dorothy Mcilwraith With Stories Edmond Hamilton,
8901,Wallis E.A. Budge,"Sir Ernest Alfred Thompson Wallis Budge (1857–1934) ranked among the most distinguished Egyptologists of his era. In addition to his 40-year career at the British Museum, Budge was a prolific and popular author who specialized in books on ancient Egyptian religion and hieroglyphic primers.                        "
8928,William Blake Trask,
8934,Agatha. Christie,
8957,James Atlee Phillips,
8975,Leigh // Wallis Brackett,
8983,Robert E. / De Maupasant Howard,
8991,Algernon Blackwood Arthur Conan Doyle,
9032,Albert K Owen,
9035,S. H. Butcher,
9038,Emily. Bianchi Dickinson,
9050,Vilhelm Andersen Poul Martin Mã¸Ller,
9067,Virgil Finlay,
9110,Children'S Classics Edgar Rice Burroughs,
9123,Bart Somers,
9126,Edited By Rev. J. Loughran Scott Bulfinch Thomas,
9127,H.P. Loveccraft,
9137,Boisgilbert Edmund,
9186,Virginia Loh-Hagan,
9217,Thorp Mcclusky,
9222,Robert Editors) Authors: Bloch,
9246,Lester Del Rey Edited By Donald A. Wollheim With Stories By Chad Oliver,
9247,John/Carter Baxter,
9253,Poul. Gernes,
9258,Carter Dickson,
9265,Chris Gabrysch,
9278,Illustrator),
9279,Walter M. Derleth Miller,
9282,William Morris,
9293,Introduction,"Rachel Wetzsteon is Assistant Professor of English at William Paterson University. She has published two books of poems, The Other Stars and Home and Away.                         "
9296,Eric Wilson,"Eric Wilson and his wife, Carolyn Rose, live with their two energetic daughters in Nashville, Tennessee. The author of Dark to Mortal Eyes and Expiration Date, Eric has traveled in numerous countries, feeding his love of the outdoors and his need to explore. This is the first book in the Aramis Black series.                        "
9306,Ambrose Bierce Kurd Laßwitz,
9309,C. I Cento Linguaggi Dei Bambini. L'Approccio Di Reggio Emilia All'Educazione Dell'Infanzia Edwards,
9366,Emily Edited By Mabel Loomis Todd Dickinson,
9376,Leigh Writing As George Sanders Brackett,
9393,Eli Colter,
9398,Robert A Heinlein,
9434,Emily Elizabeth ) Todd Dickinson,
9437,August William Derleth Howard Phillips Lovecraft,
9439,John,
