"Name","Title"
Emma Thompson,The Sense and Sensibility Screenplay & Diaries: Bringing Jane Austen's Novel to Film (Newmarket Pictorial Moviebooks)
Emma Thompson,The Sense and Sensibility Screenplay & Diaries: Bringing Jane Austen's Novel to Film (Newmarket Pictorial Moviebooks)
Emma Thompson,The Sense and Sensibility Screenplay & Diaries: Bringing Jane Austen's Novel to Film (Newmarket Pictorial Moviebooks)
Enid Bagnold Marie Belloc Lowndes,The Gothic Reader )
Eric Frank Russell,FANTASTIC UNIVERSE NOVEMBER 1959
Eric Frank Russell,FANTASTIC UNIVERSE JUNE-JULY 1953
Eric Frank Russell,Beachheads in Space (Berkley Books # G-77 );
Eric Frank Russell,"THRILLING WONDER Stories: December, Dec. 1950"
Eric Frank Russell,GENTLE INVADERS
Eric Frank Russell,The Best Science Fiction Stories and Novels: Ninth Series
Eric Frank Russell,Classic Science Fiction: The First Golden Age
Eric Frank Russell,Beachheads in Space (Berkley Books # G-77 );
Eric Frank Russell,"THRILLING WONDER Stories: December, Dec. 1950"
Eric Frank Russell,"Startling Stories, May 1952, featuring The Hellflower"
Eric Kincaid,Charles Dickens' Oliver Twist (Kincaid Classics)
Eric Kincaid,Charles Dickens' Oliver Twist (Kincaid Classics)
Eric Kincaid,Charles Dickens' Oliver Twist (Kincaid Classics)
Eric S. Brown H.G. Wells,"The War of the Worlds Plus Blood, Guts and Zombies"
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,Twilight Of The Gods : The Mayan Calendar and the Return of the Extraterrestrials
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Von Daniken,The Gold of the Gods
Eric Wilson,The Best of Evil (Aramis Black Mystery Series #1)
Erle Stanley Gardner,Daring Detectives : The Day the Children Vanished; Through a Dead Man's Eye; The Issappearance of Mr. Davenheim; Green Ice; The Grave Grass Quivers; The Case of the Irate Witness; Adventure of the Grice-Paterson Curse; The Headmaster; The Adventure of t
Erle Stanley Gardner,Alfred Hitchcock's Daring Detectives
Erle Stanley Gardner,Alfred Hitchcock's Daring Detectives
Erle Stanley Gardner,Alfred Hitchcock's Daring Detectives
Ernest A Wallis,"Tutankhamen Amenism, Atenism and Egyptian Monotheism w/ Heiroglyphic Texts of Hymns to Aman and Aten"
Ernest A Wallis,"Tutankhamen Amenism, Atenism and Egyptian Monotheism w/ Heiroglyphic Texts of Hymns to Aman and Aten"
Ernest A Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A Wallis Budge,"Tutankhamen, Amenism, Atenism and Egyptian Monotheism"
Ernest A Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A Wallis Budge,"Tutankhamen. Amenism, Atenism and Egyptian Monotheism"
Ernest A Wallis Budge,"Tutankhamen: Anenesim, Atenism and Egyptian Monotheism"
Ernest A Willis Budge,"TUTANKHAMEN; Amenism, Atenism and Egyptian Monotheism"
Ernest A. Wallis Budge,"TUTANKHAMEN: Amenism, Atenism and Egyptian Monotheism"
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism. with Hieroglyphic Texts of Hymns to Amen and Aten."
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A. Wallis Budge,"TUTANKHAMEN; AMENISM, ATENISM AND EGYPTIAN MONTHEISM"
Ernest A. Wallis Budge,Tutankhamen
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism And Egyptian Monotheism, With Hieroglyphic Texts Of Hymns To Amen And Aten"
Ernest A. Wallis Budge,Tutankhamen
Ernest A. Wallis Budge,The Mummy: Funereal Rites and Customs in Ancient Egypt
Ernest A. Wallis Budge,The Gods of the Egyptians : Studies in Egyptian Mythology
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism"
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism with Hieroglyphic Texts of Hymns to Amen and Aten"
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism with Hieroglyphic Texts of Hymns to Amen and Aten"
Ernest A. Wallis Budge,"TUTANKHAMEN. Amenism, Atenism and Egyptian Monotheism"
Ernest A. Wallis Budge,"Tutankhamen: Amenism, Atenism, and Egyptian Monotheism"
Ernest A. Wallis Budge,Egyptian Magic
Ernest A. Wallis Budge,TUTANKHAMEN
Ernest Alfred Thompson Wallis Budge,"The Dwellers on the Nile: The Life, History, Religion, and Literature of the Ancient Egyptians"
Ernest Alfred Thompson Wallis Budge,"Osiris and the Egyptian Resurrection, Vol. 1"
Ernest Alfred Thompson Wallis Budge,Osiris and the Egyptian Resurrection Vol. 2
Ernest Alfred Thompson Wallis Budge,Gods of the Egyptians or Studies in Egyptian Mythology
Ernest Alfred Thompson Wallis Budge,"The Dwellers on the Nile: The Life, History, Religion and Literature of the Ancient Egyptians"
Ernest Alfred Thompson Wallis Budge,"The Dwellers on the Nile: The Life, History, Religion and Literature of the Ancient Egyptians"
Ernest Alfred Thompson Wallis Budge,Legends of the Gods: The Egyptian Texts (Forgotten Books)
Ernest Alfred Thompson Wallis Budge,"An Egyptian Hieroglyphic Dictionary, Vol. 2: With an Index of English Words, King List, and Geographical List with Indexes, List of Hieroglyphic Characters, Coptic and Semitic Alphabets"
Ernest Alfred Thompson Wallis Budge,"Osiris and the Egyptian Resurrection, Vol. 1"
Ernest Alfred Thompson Wallis Budge,"The Dwellers on the Nile: The Life, History, Religion and Literature of the Ancient Egyptians"
Ernest Alfred Thompson Wallis Budge,"The Dwellers on the Nile: The Life, History, Religion and Literature of the Ancient Egyptians"
Ernest Alfred Thompson Wallis Budge,"An Egyptian Hieroglyphic Dictionary, Vol. 2: With an Index of English Words, King List, and Geographical List with Indexes, List of Hieroglyphic Characters, Coptic and Semitic Alphabets"
Ernest Alfred Wallis Budge,Egyptian Language : Easy Lessons in Egyptian Hieroglyphics with Sign List
Ernest Alfred Wallis Budge,The life of Rabban Hormizd and the foundation of his monastery at Al-Kosh (1894)[HARDCOVER]
Ernest Alfred Wallis Budge,The Rosetta Stone
Ernest Alfred Wallis Budge,"A Guide to the First and Second Egyptian Rooms: Mummies, Mummy-cases, and . (1898)[Leather Bound]"
Ernest Alfred Wallis Budge,"Notes on Egyptian Stelae, Principally of the Eighteenth Dynasty (1885)[Leather Bound]"
Ernest Alfred Wallis Budge,Babylonian Life and History Volume 4 ( 1891)[Leather Bound]
Ernest Alfred Wallis Budge,Babylonian Life and History: By-paths of Bible Knowledge No IV
Ernest Alfred Wallis Budge,"The Book of the Kings of Egypt, Vol. 2: Or the Ka, Nebti, Horus, Suten Bat, and R"
Ernest Alfred Wallis Budge,"The Book Of The Dead. The Hieroglyphic Transcript Of The Papyrus of ANI,the Translation Into English"
Ernest Alfred Wallis Budge,Egypt Under the Ptolemies and Cleopatra VII (Classic Reprint)
Ernest Alfred Wallis Budge,British Museum. A Guide to the Babylonian and Assyrian Antiquities. Second Edition - Revised and Enlarged
Ernest Alfred Wallis Budge Palladius Athanasius,"The Paradise Or Garden of the Holy Fathers: Being Histories of the Anchorites, Recluses, Monks . Volume 1 ( 1907)[HARDCOVER]"
Ernest Alfred Wallis E A Wallis Budge,The Egyptian heaven and hell Volume 2 ( 1905)[HARDCOVER]
Ernest Bramah,Discoveries in Fantasy
Ernest Hill,"IF Worlds of Science Fiction: October, Oct. 1966 ('Neutron Star'; 'Snow White and the Giants')"
Ernest Wallis Budge,A General Introductory Guide to the Egyptian Collections [1930]
Ernesto Gastaldi,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): March, Mar. 1965 ('The Doors of His Face, The Lamps of His Mouth')"
Ernesto Gastaldi,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): March, Mar. 1965 ('The Doors of His Face, The Lamps of His Mouth')"
Ernesto Gastaldi,"The Magazine of Fantasy & Science Fiction, Vol.28 No.3, March 1965"
Ester D. Cole,"SCIENCE Stories: April, Apr. 1954"
Et. Al.,ORBIT SCIENCE FICTION #1
Et. Al.,THE MAGAZINE OF FANTASY AND SCIENCE FICTION JULY 1953
Et. Al.,FICTION #54
Et. Al.,FANTASTIC AUGUST 1976
Et. Al.,FANTASTIC SEPTEMBER 1966
Et. Al.,FANTASTIC OCTOBER 1975
Et. Al.,SCIENCE FICTION CLASSICS #1
Et. Al.,WORLDS OF IF JANUARY-FEBRUARY 1974
Et. Al.,IF JULY 1952
Et. Al.,TOPS IN SCIENCE FICTION FALL 1953
Et. Al.,WEIRD TALES WINTER 1973
Et. Al.,FANTASTIC UNIVERSE NOVEMBER 1959
Et. Al.,TOPS IN SCIENCE FICTION (2 ISSUES)
Et. Al.,FANTASTIC FEBRUARY 1975
Et. Al.,VENTURE SCIENCE FICTION NOVEMBER 1957
Et. Al.,ORBIT SCIENCE FICTION #3
Et. Al.,IF 1974 (6 ISSUES)
Et. Al.,FANTASTIC STORY SUMMER 1952
Et. Al.,FANTASTIC JULY 1974
Et. Al.,THRILLING WONDER STORIES OCTOBER 1949
Et. Al.,FANTASTIC SEPTEMBER 1974
Et. Al.,THE MAGAZINE OF FANTASY AND SCIENCE FICTION OCTOBER 1964
Et. Al.,WORLDS OF TOMORROW NOVEMBER 1966
Et. Al.,ORBIT SCIENCE FICTION #2
Et. Al.,WEIRD TALES MAY 1954
Et. Al.,THE MAGAZINE OF FANTASY AND SCIENCE FICTION FALL 1950
Et. Al.,FANTASTIC NOVEMBER 1976
Et. Al.,FANTASTIC FEBRUARY 1962
Et. Al.,FANTASTIC UNIVERSE JUNE-JULY 1953
Et. Al.,STARTLING STORIES JANUARY 1941
Et. Al.,The Magazine of Fantasy and Science Fiction - March 1975
Et. Al.,FANTASTIC UNIVERSE JULY 1957
Et. Al.,AUTHOR AND JOURNALIST JUNE 1959
Et. Al.,THRILLING WONDER STORIES FEBRUARY 1950
Et. Al.,Other Worlds Science Stories October 1952
Et. Al.,OTHER WORLDS MARCH 1950
Et. Al.,VENTURE SCIENCE FICTION MARCH 1957
Et. Al.,FICTION #54
Et. Al.,ASTOUNDING FEBRUARY 1942
Et. Al.,PLANET STORIES SUMMER 1955
Et. Al.,ORBIT SCIENCE FICTION #10 (AUSTRALIAN)
Et. Al.,OTHER WORLDS OCTOBER 1951
Et. Al.,OTHER WORLDS DECEMBER 1951
Et. Al.,PLANET STORIES NOVEMBER 1952
Et. Al.,WEIRD TALES MAY 1948
Et. Al.,WEIRD TALES SEPTEMBER 1950
Et. Al.,WEIRD TALES SEPTEMBER 1952
Et. Al.,WEIRD TALES MARCH 1952
Et. Al.,WEIRD TALES JANUARY 1951
Et. Al.,WEIRD TALES JANUARY 1952
Et. Al.,SPACE ADVENTURES SUMMER 1971
Et. Al.,SPACEWAY APRIL 1954
Et. Al.,WEIRD TALES NOVEMBER 1953
Et. Al.,WEIRD TALES SEPTEMBER 1953
Et. Al.,STARTLING MYSTERY STORIES #7
Et. Al.,AMAZING JULY 1972
Etc.,"Saturn Science Fiction and Fantasy, July 1957, Vol. 1 #3 (with) The Ordeal of Doctor Trifulgas (Jules Verne)"
Etc. Leigh Brackett,Startling Stories Spring 1954
Eth Clifford,Weekly Reader Books presents Harvey's marvelous monkey mystery
Ethel G. Lewis,Fantastic Universe Science Fiction June 1956
Etzensberger R.,Up the Nile by steam (1872)[HARDCOVER]
Etzensberger R.,Up the Nile by steam / by R. Etzensberger ; with tourist programmes for the East / by Thomas Cook & Son ; and specially designed maps / by Keith Johnston. (1872)[Leather Bound]
Eugene Field,Favorite Poems of Childhood
Eustace Cockrell,"Collier's Magazine, July 31, 1948 - The War Against Dope Runners / The Secret Papers of Harry L. Hopkins"
Evan Hunter,"Planet Stories Vol. 5, No. 9 (Nov. 1952)"
Evan Hunter,Boris Karloff's Favorite Horror Stories : The Thirteenth Floor; Child of the Winds; The Opener of the Crypt; The Thing That Walked on the Wind; The Scarlet King; The Graveyard Reader; The Mindworm; Back from the Grave (Avon Books #G126)
Evangeline / Lin Carter Walton,"Island of the Mighty, The (Formerly The Virgin and the Swine): The Fourth Branch of the Mabinogi"
Evangeline Walton,WEIRD TALES: May 1950
Evangeline Walton,The Children of Llyr ( The Second Branch of the Mabinogion )
Evangeline Walton,The Children of Llyr ( The Second Branch of the Mabinogion )
Evangeline Walton,The Children of Llyr ( The Second Branch of the Mabinogion )
Evangeline Walton,The Children of Llyr ( The Second Branch of the Mabinogion )
Evelyn E. Smith,SATURN: May 1957
Evelyn E. Smith,TIME TO COME
Evelyn E. Smith,Beyond Belief: Eight Strange Tales of Otherworlds
Evelyn E. Smith,TIME TO COME
Evelyn E. Smith,The Magazine of FANTASY AND SCIENCE FICTION (F&SF): June 1955
Everett,"Collier's Magazine, September 28, 1946 - Ted Williams / Will Curare Cure Polio?"
Ewen Whyte,"WEIRD TALES: September, Sept. 1949"
Ewen Whyte,"WEIRD TALES: September, Sept. 1949"
Ewen Whyte,"WEIRD TALES: November, Nov. 1949"
Ewen Whyte,"WEIRD TALES: September, Sept. 1949"
F&Sf (A. Bester,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): August, Aug. 1952"
F&Sf (A. Bester,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): August, Aug. 1952"
F&Sf (C. M. Kornbluth,The Magazine of FANTASY AND SCIENCE FICTION (F&SF): Fall 1950
F&Sf (Damon Knight,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): October, Oct. 1964"
F&Sf (Damon Knight,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): October, Oct. 1964"
F&Sf (Damon Knight,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): October, Oct. 1964"
F&Sf (Damon Knight,The Magazine of FANTASY AND SCIENCE FICTION (F&SF): June 1955
F&Sf (Damon Knight,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): October, Oct. 1964"
F&Sf (R. Bretnor,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): October, Oct. 1973"
F&Sf (Robert Silverberg,The Magazine of FANTASY AND SCIENCE FICTION (F&SF): May 1975 ('The Stochastic Man'; 'Sherlock Holmes Versus the Martians')
F&Sf (Roger Zelazny,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): March, Mar. 1965 ('The Doors of His Face, The Lamps of His Mouth')"
F&Sf (Roger Zelazny,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): March, Mar. 1965 ('The Doors of His Face, The Lamps of His Mouth')"
F&Sf (Sonya Dorman,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): December, Dec. 1969"
F&Sf (Thomas Burnett Swann,"The Magazine of FANTASY AND SCIENCE FICTION (F&SF): March, Mar. 1972"
F. A. Wallis Budge.,THE NILE. NOTES FOR TRAVELLERS IN EGYPT
F. E. Hardart,COMET: July 1941
F. M. Busby,Space Odysseys : The Sentinel; Galactic Patrol; The Lake of the Gone Forever; Reason; Time Is the Traitor; The Impossible Planet; The Unfinished; And I Awoke and Found Me Here on the Cold Hill's Side; The Empress of Mars; I'm Going to Get You
F. Marion Crawford,THE SUPERNATURAL READER
F. Marion Crawford,Khaled
F. Paul Wilson,The Book of Skaith Volume 2: The Hounds of Skaith (Planet Stories) (v. 2)
F. X. Milhaus),"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977"
F. X. Milhaus),"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977"
F. X. Milhaus),"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977"
F.D. Sherman,"American Wit and Humor (The Pocket University, Volume VII, Parts I and II)"
Fairclough Dickens,Oliver Twist
Fairclough Dickens,Oliver Twist
Famous Fantastic Mysteries,Famous Fantastic Mysteries: December 1948
Famous Fantastic Mysteries,Famous Fantastic Mysteries: February 1942
Famous Fantastic Mysteries,Famous Fantastic Mysteries: February 1947
Famous Fantastic Mysteries,Famous Fantastic Mysteries: June 1947
Famous Fantastic Mysteries,Famous Fantastic Mysteries: February 1953
Famous Fantastic Mysteries (C. S. Forester,"FAMOUS FANTASTIC MYSTERIES: February, Feb. 1948"
Famous Fantastic Mysteries (C. S. Forester,"FAMOUS FANTASTIC MYSTERIES: February, Feb. 1948"
Famous Fantastic Mysteries (Francis Stevens,"FAMOUS FANTASTIC MYSTERIES: February, Feb. 1942 ('The Citadel of Fear')"
Famous Fantastic Mysteries (Francis Stevens,"FAMOUS FANTASTIC MYSTERIES: February, Feb. 1942 ('The Citadel of Fear')"
Fannie H,"The World's Best Fifty Short Novels, Vol. 1"
Fannie H,"The World's Best Fifty Short Novels, Vol. 1"
Fannie Hurst,"The World's Best Fifty Short Novels, Vol. 1"
Fantasies Mcgill,Paper Magic
Fantasies Mcgill,Paper Magic
Fantastic (Avram Davidson,"FANTASTIC Stories: August, Aug. 1976"
Fantastic (Avram Davidson,"FANTASTIC Stories: October, Oct. 1975"
Fantastic (Avram Davidson,"FANTASTIC Stories: August, Aug. 1976"
Fantastic (Avram Davidson,"FANTASTIC Stories: October, Oct. 1975"
Fantastic (Avram Davidson,"FANTASTIC Stories: October, Oct. 1975"
Fantastic (Avram Davidson,"FANTASTIC Stories: August, Aug. 1976"
Fantastic (Avram Davidson,"FANTASTIC Stories: August, Aug. 1976"
Fantastic (Avram Davidson,"FANTASTIC Stories: December, Dec. 1975 ('Literary Swordsmen & Sorcerers')"
Fantastic (Chad Oliver,FANTASTIC Stories: July 1966
Fantastic (Chad Oliver,FANTASTIC Stories: July 1966
Fantastic (Ed Bryant,"FANTASTIC Stories: February, Feb. 1973 ('The Fallible Fiend')"
Fantastic (Fritz Leiber,"FANTASTIC Stories of the Imagination: February, Feb. 1962"
Fantastic (Fritz Leiber,"FANTASTIC Stories of the Imagination: February, Feb. 1962"
Fantastic (Fritz Leiber,"FANTASTIC Stories of the Imagination: February, Feb. 1962"
Fantastic (Gordon Eklund,"FANTASTIC Stories: February, Feb. 1976 ('The Incredible Umbrella')"
Fantastic (L. Sprague De Camp,FANTASTIC Stories: July 1973
Fantastic (L. Sprague De Camp,"FANTASTIC Stories: February, Feb. 1975"
Fantastic (L. Sprague De Camp,"FANTASTIC Stories: August, Aug. 1972"
Fantastic (L. Sprague De Camp,"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977"
Fantastic (L. Sprague De Camp,FANTASTIC Science Fiction & Fantasy Stories: July 1974
Fantastic (L. Sprague De Camp,"FANTASTIC Stories: August, Aug. 1972"
Fantastic (L. Sprague De Camp,"FANTASTIC Stories: August, Aug. 1972"
Fantastic (L. Sprague De Camp,FANTASTIC Stories: July 1973
Fantastic (L. Sprague De Camp,"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977"
Fantastic (L. Sprague De Camp,"FANTASTIC Sword & Sorcery and Fantasy Stories: December, Dec. 1977"
Fantastic (L. Sprague De Camp,"FANTASTIC Stories: August, Aug. 1972"
Fantastic (L. Sprague De Camp,"FANTASTIC Stories: February, Feb. 1975"
Fantastic (Marvin Kaye,FANTASTIC Sword & Sorcery and Fantasy Stories: June 1977
Fantastic (Ted White,"FANTASTIC Stories: October, Oct. 1969"
Fantastic (Thomas Burnett Swann,"FANTASTIC Science Fiction & Fantasy Stories: September, Sept. 1974 ('Will-o-the-Wisp')"
Fantastic (Thomas Burnett Swann,"FANTASTIC Science Fiction & Fantasy Stories: September, Sept. 1974 ('Will-o-the-Wisp')"
Fantastic Adventures (Alexander Blade,"FANTASTIC ADVENTURES: September, Sept. 1950"
Fantastic Adventures (Alexander Blade,"FANTASTIC ADVENTURES: September, Sept. 1950"
Fantastic Story (A. E. Van Vogt,FANTASTIC STORY: Summer 1952 ('Slan!')
Fantastic Story (A. E. Van Vogt,FANTASTIC STORY: Summer 1952 ('Slan!')
Fantastic Story (Leigh Brackett,"FANTASTIC STORY: March, Mar. 1953"
Fantastic Story (Leigh Brackett,"FANTASTIC STORY: March, Mar. 1953"
Fantastic Story (Leigh Brackett,"FANTASTIC STORY: March, Mar. 1953"
Fantastic Story (Leigh Brackett,"FANTASTIC STORY: March, Mar. 1953"
Fantastic Story (Leigh Brackett,"FANTASTIC STORY: March, Mar. 1953"
Fantasy Fiction (L. Sprague De Camp,"FANTASY FICTION Magazine: November, Nov. 1953"
Felix C. Gotschalk,"FANTASTIC Stories: December, Dec. 1975 ('Literary Swordsmen & Sorcerers')"
Finn O'Donnevan,THE FOURTH GALAXY READER
Fitz-James O'Brien,"Classic Ghost Stories by Wilkie Collins, M. R. James, Charles Dickens and Others"
Fletcher Flora,Behind the Death Ball : Perfect Shot; The Amateur Philologist; The Glint; The Seventh Man; Voodoo Doll; A Friendly Exorcise; Many Women Too Many; Till Death; The Hitchhikers; Store Cop; Doom Signal; See What's in the Bag
Fletcher Flora,SKULL SESSION; Alfred Hitchcock's
Fletcher Flora,Behind the Death Ball : Perfect Shot; The Amateur Philologist; The Glint; The Seventh Man; Voodoo Doll; A Friendly Exorcise; Many Women Too Many; Till Death; The Hitchhikers; Store Cop; Doom Signal; See What's in the Bag (Dell Books #3497)
Fletcher Pratt,THE MAGAZINE OF FANTASY AND SCIENCE FICTION JULY 1953
Fletcher Pratt,"FANTASY FICTION Magazine: November, Nov. 1953"
Fletcher Pratt,"Science Wonder Quarterly pulp, Volume 1, # 3, Spring 1930 (inc. Stone from the Moon; Within the Planet; Via the Hewitt Ray; Mechanical Bloodhound; The Ape Cycle; The Mad Destroyer; The Thought Materializer )"
Fletcher Pratt,The 2nd Avon Fantasy Reader
Fletcher Pratt,The 2nd Avon Fantasy Reader
Fletcher Pratt,WEIRD TALES SEPTEMBER 1952
Foreword By August Derleth,Fungi from Yuggoth and Other Poems
Forrest J. Ackerman,SPACEWAY Science Fiction: June 1970
Fox B. Holden,"PLANET Stories: January, Jan. 1954"
Fox B. Holden,PLANET Stories:vol.6 no.4 Jan. 1954
Frances Baker Mason,Creation by evolution; a consensus of present-day knowledge as set forth by leading authorities in non-technical language that all may understand (1928)[Leather Bound]
Frances M. Deegan,AMAZING Stories: June 1950
Frances Schoonmaker Bolin,Emily Dickinson
Francis Bacon,The Great Cryptogram: Francis Bacon's Cipher in the So-Called Shakespeare Plays.
Francis Swann,"ALFRED HITCHCOCK Mystery Magazine: October, Oct. 1962"
Francisco Torres Oliver,LA SEMILLA DE CTHULHU.
Francoise Fromonot,J0rn Utzon: The Architect's Universe
Frank Belknap Long,Space Odysseys : The Sentinel; Galactic Patrol; The Lake of the Gone Forever; Reason; Time Is the Traitor; The Impossible Planet; The Unfinished; And I Awoke and Found Me Here on the Cold Hill's Side; The Empress of Mars; I'm Going to Get You
Frank Belknap Long,THRILLING WONDER STORIES 1944 (3 ISSUES)
Frank Belknap Long,STARTLING STORIES 1944 (4 ISSUES)
Frank Belknap Long,STARTLING Stories: July 1950 ('City at World's End')
Frank Belknap Long,"THRILLING WONDER Stories: October, Oct. 1948"
Frank Belknap Long,WORLD OF TOMORROW. (Berkley Books # G-163 );
Frank Belknap Long,ALONE BY NIGHT - Tales of Unlimited Horror
Frank Belknap Long,"THRILLING WONDER Stories: December, Dec. 1950"
Frank Belknap Long,SCIENCE FICTION YEARBOOK - Number 4 - 1970
Frank Belknap Long,"SUPER SCIENCE Stories: April, Apr. 1951"
Frank Belknap Long,STARTLING Stories: July 1950 ('City at World's End')
Frank Belknap Long,"THRILLING WONDER Stories: December, Dec. 1950"
Frank Belknap Long,WORLD OF TOMORROW. (Berkley Books # G-163 );
Frank Belknap Long,Beyond Time and Space
Frank Belknap Long,COMET: July 1941
Frank Belknap Long,STRANGE PORTS OF CALL
Frank Belknap Long,STRANGE PORTS OF CALL
Frank Belknap Long ),"Science Wonder Quarterly pulp, Volume 1, # 3, Spring 1930 (inc. Stone from the Moon; Within the Planet; Via the Hewitt Ray; Mechanical Bloodhound; The Ape Cycle; The Mad Destroyer; The Thought Materializer )"
Frank Bridge,"Science Wonder Quarterly pulp, Volume 1, # 3, Spring 1930 (inc. Stone from the Moon; Within the Planet; Via the Hewitt Ray; Mechanical Bloodhound; The Ape Cycle; The Mad Destroyer; The Thought Materializer )"
Frank C. Pape',Figures of Earth
Frank Frazetta,The Gods of Mars & The Warlord of Mars (Barsoom Series) Edgar Rice Burroughs and Frank Frazetta
Frank Gruber,Boris Karloff's Favorite Horror Stories : The Thirteenth Floor; Child of the Winds; The Opener of the Crypt; The Thing That Walked on the Wind; The Scarlet King; The Graveyard Reader; The Mindworm; Back from the Grave (Avon Books #G126)
Frank Harvey,CAVALIER May 1957 William Fuller McCarthy Bell X-2 Rocket Vicksburg Shifta Hecht Robert Crichton;
Frank Herbert,"AMAZING Stories: December, Dec. 1967 ('Santaroga Barrier')"
Frank Herbert,"AMAZING Stories: December, Dec. 1967 ('Santaroga Barrier')"
Frank Herbert,"AMAZING Stories: December, Dec. 1967 ('Santaroga Barrier')"
Frank Herbert,"AMAZING Stories: December, Dec. 1967 ('Santaroga Barrier')"
Frank Herbert),"STARTLING Stories: April, Apr. 1952"
Frank Herbert),SCIENCE FICTION YEARBOOK - Number 4 - 1970
Frank Herbert),"STARTLING Stories: April, Apr. 1952"
Frank Herbert),"STARTLING Stories: April, Apr. 1952"
Frank Herbert),"STARTLING Stories: April, Apr. 1952"
Frank M. Robinson,"SCIENCE Stories: April, Apr. 1954"
Frank M. Robinson,GENTLE INVADERS
Frank Norris,A Bottomless Grave : And Other Victorian Tales of Terror
Frank Owen,"WEIRD TALES: January, Jan. 1951"
Frank Owen,"Weird Tales, the Unique Magazine ( Pulp ) /volume 36, # 9, January 1943 ( Two Moons of Tranquillia; Eager Dragon; Quest of a Noble Tiger; Repayment; McElwin's Glass; Seventh Sister; Bindings Deluxe; Say a Prayer for Harvey; One-Man Boat; The Statue, etc"
Frank Patton,"OTHER WORLDS: April, Apr. 1953"
Frank Patton),"SCIENCE Stories: April, Apr. 1954"
Frank R. Paul),"SCIENCE FICTION CLASSICS: No. 1, 1967"
Frank R. Paul),"SCIENCE FICTION CLASSICS: No. 1, 1967"
Frank Thomas,SHERLOCK HOLMES AND THE GOLDEN BIRD .
Frank Thomas,SHERLOCK HOLMES AND THE GOLDEN BIRD .
Frank Utpatel,Village Daybook: A Sac Prairie Journal
Frank Utpatel,Wisconsin Country: A Sac Prairie Journal
Frank Utpatel,Village Year: A Sac Prairie Journal
Frank Utpatel,THE ADVENTURE OF THE UNIQUE DICKENSIANS
Frank Utpatel,THE ADVENTURE OF THE UNIQUE DICKENSIANS
Franz Kafka,Canine Classics
Fred Freair,"Planet Stories, volume 6, # 9 Winter 1954 - 55 ( Teleportress of Alpha C; The Vanisher; the Grave of Solon Regh; Bottom is Up; the Recluse; Life of a Salesman; the Ultimate Eve; the Vizigraph"
Fred Freair,PLANET Stories: Winter 1954 - 1955
Fred Saberhagen,"IF Worlds of Science Fiction: (March, Mar. /) April, Apr. 1974 ('The Ginger Star')"
Fred Saberhagen,"IF Worlds of Science Fiction: January, Jan. 1968 ('All Judgement Fled')"
Fred Saberhagen,IF 1974 (6 ISSUES)
Fred Saberhagen,"IF Worlds of Science Fiction: (March, Mar. /) April, Apr. 1974 ('The Ginger Star')"
Fred Saberhagen,FANTASTIC NOVEMBER 1976
Fred Saberhagen,"IF Worlds of Science Fiction: January, Jan. 1968 ('All Judgement Fled')"
